127.0.0.1 - - [11/Mar/2024:09:18:50 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:36 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:36 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:36 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:37 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:37 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:37 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:37 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:38 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:38 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:38 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:38 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:38 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:38 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:39 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:39 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:39 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:39 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:39 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:39 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:40 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:40 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:40 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:40 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:40 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:41 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1296
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:46 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1304
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:58 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:28:59 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1316
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:30:22 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1341
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:30:31 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:30:35 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1341
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:30:40 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1341
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:40:16 +0900] "GET /day5/main/buy.jsp HTTP/1.1" 200 1341
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:40:27 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:40:29 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1353
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:40:35 +0900] "POST /day5/main/butAction.jsp HTTP/1.1" 500 2589
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:43:22 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:43:24 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1353
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:43:28 +0900] "POST /day5/main/butAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:43:28 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:43:55 +0900] "GET /day5/main/check.jsp HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [11/Mar/2024:12:44:44 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:50:39 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 297
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:51:14 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 338
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:51:14 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:52:18 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 338
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:52:24 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 510
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:53:15 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 664
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:54:13 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 664
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:54:18 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:56:13 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 850
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:57:13 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:57:14 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:57:16 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:57:18 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:13:59:02 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 823
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:00:04 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:00:04 +0900] "POST /day5/main/check.jsp HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:02:07 +0900] "POST /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:02:08 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:02:09 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:02:10 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:06:22 +0900] "GET /day5/main/deleteAction.jsp HTTP/1.1" 500 2904
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:06:26 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:07:19 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 500 2904
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:07:46 +0900] "GET /day5/main/deleteAction.jsp HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:07:52 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:07:52 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:07:53 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:42 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:42 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:43 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:43 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:44 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:44 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:45 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:45 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:47 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:47 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:56 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:56 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:57 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:57 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:11:58 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:12:00 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:12:01 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:12:03 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:12:03 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:33 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:33 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:34 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:34 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:36 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:42 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1353
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:48 +0900] "POST /day5/main/butAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:48 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:49 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:51 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:51 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:52 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:13:56 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1353
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:14:00 +0900] "POST /day5/main/butAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:14:01 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:14:02 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:14:03 +0900] "POST /day5/main/deleteAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:14:03 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:14:04 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:21:12 +0900] "GET /day5/main/login.html HTTP/1.1" 200 8424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:21:12 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:33:10 +0900] "GET /day5/main/login.html HTTP/1.1" 200 8421
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:33:10 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:33:12 +0900] "POST /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:33:25 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1356
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:33:39 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1353
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:33:43 +0900] "GET /day5/main/check.jsp HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:33:44 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13424
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:35:59 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13472
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:36:00 +0900] "GET /day5/main/update.jsp HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:36:16 +0900] "GET /day5/main/update.jsp HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:36:20 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13488
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:36:39 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13488
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:36:40 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13488
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:36:43 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13488
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:36:44 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13488
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:36:44 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13488
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:36:45 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13488
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:36:45 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13488
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:36:58 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13520
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:37:36 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13561
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:38:03 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13587
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:38:06 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13587
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:38:06 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13587
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:38:08 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13587
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:39:36 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13574
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:39:38 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13574
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:39:39 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13574
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:39:43 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13574
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:39:44 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13574
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:39:44 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13574
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:01:53 +0900] "GET /day5/test/test.jsp HTTP/1.1" 200 713
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:01:54 +0900] "GET /day5/test/test.jsp? HTTP/1.1" 200 713
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:01:58 +0900] "GET /day5/test/test.jsp? HTTP/1.1" 200 713
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:01:58 +0900] "GET /day5/test/test.jsp? HTTP/1.1" 200 713
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:03:07 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13574
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:03:29 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13584
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:03:30 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13584
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:03:37 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13571
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:03:38 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13571
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:04:50 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13542
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:05:10 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13558
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:10:14 +0900] "GET /day5/main/login.html HTTP/1.1" 200 8517
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:10:16 +0900] "POST /day5/main/main.jsp HTTP/1.1" 200 13558
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:10:23 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13558
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:18 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13558
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:59 +0900] "GET /day33/AcornPage/updateForm.jsp HTTP/1.1" 200 1394
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:13:55 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 15089
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:13:58 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1354
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:17:28 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13598
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:17:30 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 132
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:18:20 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13760
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:18:22 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13760
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:18:23 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13760
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:18:26 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 404 817
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:21:22 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13760
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:21:27 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13760
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:21:28 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13760
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:21:30 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 500 2693
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:47:20 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:47:20 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:47:21 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 404 812
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:48:57 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1153
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:50:06 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1191
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:50:22 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1200
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:50:39 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1200
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:50:41 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1200
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:51:24 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1226
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:51:33 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1226
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:52:06 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1226
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:52:29 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1252
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:52:37 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1252
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:53:09 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1255
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:53:48 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1292
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:53:51 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 500 2693
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:01:28 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 500 2693
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:01:31 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 500 2964
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:08:47 +0900] "GET /day5/main/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:08:52 +0900] "POST /day5/main/main.jsp HTTP/1.1" 200 13514
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:08:59 +0900] "POST /day5/main/main.jsp HTTP/1.1" 200 13514
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:09:28 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13598
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:09:33 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:09:36 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:09:42 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:09:42 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13514
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:09:49 +0900] "GET /day5/main/main.jsp HTTP/1.1" 200 13514
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:10:35 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:10:36 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:10:43 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:10:50 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:10:50 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13598
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:12:32 +0900] "GET /day33/AcornPage/updateForm.jsp HTTP/1.1" 200 1394
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:15:55 +0900] "GET /day5/main/updateAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:15:55 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13598
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:15:58 +0900] "GET /day5/main/update.jsp HTTP/1.1" 200 13670
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:00 +0900] "POST /day5/main/update2.jsp HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:04 +0900] "POST /day5/main/updateAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:04 +0900] "GET /day5/main/admain.jsp HTTP/1.1" 200 13598
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:42 +0900] "POST /day5/main/buy.jsp HTTP/1.1" 200 1353
